Year,Rank,SpacerGIR,Player, GreensRate ,GreensHit,GreensPossible
2015,67,-,Jason Kokrak, 0.6730 ,"1,066","1,584"
2015,68,-,John Senden, 0.6730 ,908,"1,350"
2015,69,-,Russell Henley, 0.6710 ,"1,014","1,512"
2015,70,-,Harris English, 0.6710 ,"1,231","1,836"
2015,70,-,Dustin Johnson, 0.6710 ,869,"1,296"
2015,72,-,Kyle Reifers, 0.6700 ,"1,110","1,656"
2015,73,-,Bo Van Pelt, 0.6690 ,951,"1,422"
2015,74,-,Carlos Ortiz, 0.6680 ,"1,155","1,728"
2015,75,-,Mark Hubbard, 0.6680 ,926,"1,386"
2015,75,-,Ryan Palmer, 0.6680 ,914,"1,368"
2015,77,-,Patrick Rodgers, 0.6680 ,637,954
2015,77,-,Tyrone Van Aswegen, 0.6680 ,649,972
2015,79,-,Gary Woodland, 0.6670 ,889,"1,332"
2015,80,-,Scott Piercy, 0.6670 ,"1,081","1,620"
2015,81,-,Robert Allenby, 0.6670 ,708,"1,062"
2015,81,-,Andres Gonzales, 0.6670 ,"1,032","1,548"
2015,81,-,Brian Harman, 0.6670 ,"1,080","1,620"
2015,84,-,Steven Alker, 0.6660 ,719,"1,080"
2015,85,-,Adam Hadwin, 0.6660 ,"1,114","1,674"
2015,85,-,Matt Kuchar, 0.6660 ,"1,126","1,692"
2015,85,-,Geoff Ogilvy, 0.6660 ,575,864
2015,88,-,Derek Ernst, 0.6650 ,850,"1,278"
2015,89,-,Lee Westwood, 0.6650 ,622,936
2015,90,-,Blayne Barber, 0.6640 ,885,"1,332"
2015,91,-,George McNeill, 0.6640 ,"1,112","1,674"
2015,92,-,Ryo Ishikawa, 0.6640 ,"1,052","1,584"
2015,93,-,Jon Curran, 0.6640 ,944,"1,422"
2015,94,-,Martin Laird, 0.6630 ,919,"1,386"
2015,95,-,Kevin Kisner, 0.6620 ,"1,240","1,872"
2015,95,-,Vijay Singh, 0.6620 ,930,"1,404"
2015,97,-,Charley Hoffman, 0.6620 ,"1,120","1,692"
2015,98,-,James Hahn, 0.6610 ,"1,119","1,692"
2015,99,-,Roberto Castro, 0.6610 ,595,900
2015,100,-,Chad Collins, 0.6610 ,940,"1,422"
2015,101,-,Jimmy Walker, 0.6610 ,"1,023","1,548"
2015,102,-,Tom Hoge, 0.6600 ,939,"1,422"
2015,103,-,Kevin Chappell, 0.6600 ,"1,022","1,548"
2015,104,-,Jerry Kelly, 0.6600 ,938,"1,422"
2015,105,-,S.Y. Noh, 0.6590 ,771,"1,170"
2015,106,-,Rickie Fowler, 0.6580 ,841,"1,278"
2015,107,-,Hunter Mahan, 0.6580 ,971,"1,476"
2015,108,-,Ian Poulter, 0.6570 ,757,"1,152"
2015,109,-,Alex Cejka, 0.6570 ,"1,088","1,656"
2015,109,-,Jeff Overton, 0.6570 ,"1,088","1,656"
2015,111,-,Danny Lee, 0.6570 ,"1,419","2,160"
2015,112,-,Chris Stroud, 0.6570 ,993,"1,512"
2015,113,-,Marc Leishman, 0.6560 ,815,"1,242"
2015,113,-,Daniel Summerhays, 0.6560 ,"1,193","1,818"
2015,115,-,Luke Donald, 0.6560 ,838,"1,278"
2015,116,-,Zac Blair, 0.6550 ,"1,227","1,872"
2015,117,-,Charlie Beljan, 0.6550 ,849,"1,296"
2015,118,-,Brendon Todd, 0.6550 ,"1,096","1,674"
2015,119,-,Bryce Molder, 0.6550 ,"1,025","1,566"
2015,120,-,Jhonattan Vegas, 0.6540 ,"1,013","1,548"
2015,121,-,Michael Thompson, 0.6540 ,954,"1,458"
2015,122,-,Billy Hurley III, 0.6530 ,928,"1,422"
2015,123,-,Ryan Moore, 0.6520 ,916,"1,404"
2015,123,-,Jim Renner, 0.6520 ,775,"1,188"
2015,125,-,Sam Saunders, 0.6520 ,951,"1,458"
2015,126,-,Scott Brown, 0.6520 ,"1,138","1,746"
2015,127,-,Scott Stallings, 0.6500 ,702,"1,080"
2015,128,-,Charl Schwartzel, 0.6500 ,737,"1,134"
2015,129,-,Brandt Snedeker, 0.6500 ,"1,111","1,710"
2015,130,-,David Lingmerth, 0.6490 ,"1,052","1,620"
2015,131,-,Ángel Cabrera, 0.6490 ,619,954
2015,132,-,John Huh, 0.6490 ,"1,179","1,818"
2015,133,-,Sung Joon Park, 0.6470 ,897,"1,386"
2015,134,-,Scott Langley, 0.6470 ,"1,071","1,656"
2015,135,-,David Toms, 0.6470 ,675,"1,044"
2015,136,-,Steve Wheatcroft, 0.6460 ,965,"1,494"
2015,137,-,Cameron Tringale, 0.6460 ,"1,116","1,728"
2015,138,-,Kevin Na, 0.6460 ,"1,104","1,710"
2015,139,-,Chris Kirk, 0.6450 ,848,"1,314"
2015,140,-,Ernie Els, 0.6450 ,662,"1,026"
2015,141,-,Patrick Reed, 0.6440 ,"1,148","1,782"
2015,142,-,Nick Taylor, 0.6440 ,"1,055","1,638"
2015,143,-,Jonathan Randolph, 0.6440 ,811,"1,260"
2015,144,-,Sean O'Hair, 0.6430 ,996,"1,548"
2015,145,-,D.A. Points, 0.6430 ,810,"1,260"
2015,146,-,Ken Duke, 0.6420 ,"1,028","1,602"
2015,147,-,Matt Jones, 0.6410 ,980,"1,530"
2015,148,-,Robert Garrigus, 0.6400 ,760,"1,188"
2015,149,-,Gonzalo Fernandez-Castaño, 0.6390 ,886,"1,386"
2015,150,-,Jamie Donaldson, 0.6380 ,540,846
2015,151,-,K.J. Choi, 0.6380 ,712,"1,116"
2015,152,-,Greg Chalmers, 0.6380 ,620,972
2015,153,-,Luke Guthrie, 0.6380 ,941,"1,476"
2015,154,-,J.B. Holmes, 0.6370 ,974,"1,530"
2015,155,-,Andrew Svoboda, 0.6360 ,893,"1,404"
2015,156,-,Chesson Hadley, 0.6360 ,"1,156","1,818"
2015,157,-,Fabián Gómez, 0.6350 ,949,"1,494"
2015,158,-,Steven Bowditch, 0.6340 ,"1,176","1,854"
2015,159,-,Troy Merritt, 0.6340 ,"1,038","1,638"
2015,160,-,Ben Crane, 0.6320 ,660,"1,044"
2015,161,-,Brian Stuard, 0.6320 ,"1,058","1,674"
2015,162,-,Erik Compton, 0.6320 ,978,"1,548"
2015,163,-,Oscar Fraustro, 0.6320 ,614,972
2015,164,-,Roger Sloan, 0.6310 ,591,936
2015,165,-,Camilo Villegas, 0.6310 ,942,"1,494"
2015,166,-,Carl Pettersson, 0.6300 ,"1,202","1,908"
2015,167,-,Max Homa, 0.6300 ,839,"1,332"
2015,168,-,Sangmoon Bae, 0.6290 ,"1,110","1,764"
2015,169,-,Heath Slocum, 0.6280 ,599,954
2015,170,-,Jonas Blixt, 0.6270 ,824,"1,314"
2015,171,-,Justin Leonard, 0.6260 ,687,"1,098"
2015,172,-,Aaron Baddeley, 0.6250 ,832,"1,332"
2015,173,-,Tim Wilkinson, 0.6240 ,798,"1,278"
2015,174,-,Brian Davis, 0.6230 ,919,"1,476"
2015,175,-,Retief Goosen, 0.6220 ,862,"1,386"
2015,176,-,Andres Romero, 0.6170 ,733,"1,188"
2015,177,-,Phil Mickelson, 0.6150 ,775,"1,260"
2015,178,-,Derek Fathauer, 0.6130 ,850,"1,386"
2015,179,-,Eric Axley, 0.6120 ,606,990
2015,180,-,Morgan Hoffmann, 0.6110 ,935,"1,530"
2015,181,-,Padraig Harrington, 0.6100 ,659,"1,080"
2015,182,-,Ricky Barnes, 0.6050 ,849,"1,404"
2015,183,-,Andrew Putnam, 0.5990 ,690,"1,152"
2015,184,-,Matt Every, 0.5810 ,732,"1,260"
2016,1,-,Lucas Glover, 0.7160 ,967,"1,350"
2016,2,-,Paul Casey, 0.7080 ,943,"1,332"
2016,3,-,Adam Scott, 0.7080 ,968,"1,368"
2016,4,-,Stewart Cink, 0.7040 ,773,"1,098"
2016,5,-,Thomas Aiken, 0.7020 ,834,"1,188"
2016,6,-,Jason Dufner, 0.7020 ,"1,288","1,836"
2016,6,-,Sergio Garcia, 0.7020 ,644,918
2016,8,-,Greg Owen, 0.6980 ,"1,017","1,458"
2016,9,-,Russell Knox, 0.6970 ,"1,117","1,602"
2016,10,-,Jhonattan Vegas, 0.6970 ,"1,167","1,674"
2016,11,-,Rory McIlroy, 0.6960 ,777,"1,116"
2016,12,-,Keegan Bradley, 0.6960 ,"1,027","1,476"
2016,13,-,Johnson Wagner, 0.6940 ,"1,074","1,548"
2016,14,-,Robert Garrigus, 0.6930 ,811,"1,170"
2016,15,-,Rickie Fowler, 0.6930 ,960,"1,386"
2016,16,-,Patrick Rodgers, 0.6920 ,"1,059","1,530"
2016,17,-,Kevin Streelman, 0.6920 ,"1,021","1,476"
2016,18,-,Bubba Watson, 0.6920 ,859,"1,242"
2016,19,-,Roberto Castro, 0.6910 ,"1,207","1,746"
2016,20,-,Scott Pinckney, 0.6900 ,"1,056","1,530"
2016,21,-,John Senden, 0.6890 ,"1,066","1,548"
2016,22,-,Hudson Swafford, 0.6880 ,"1,288","1,872"
2016,23,-,Gary Woodland, 0.6870 ,"1,126","1,638"
2016,24,-,Charl Schwartzel, 0.6870 ,866,"1,260"
2016,25,-,Brendan Steele, 0.6870 ,"1,039","1,512"
2016,26,-,Jason Kokrak, 0.6870 ,"1,100","1,602"
2016,27,-,Emiliano Grillo, 0.6850 ,"1,110","1,620"
2016,28,-,Graham DeLaet, 0.6840 ,812,"1,188"
2016,29,-,Jim Furyk, 0.6830 ,639,936
2016,29,-,Russell Henley, 0.6830 ,934,"1,368"
2016,31,-,David Hearn, 0.6830 ,"1,167","1,710"
2016,32,-,Henrik Norlander, 0.6820 ,823,"1,206"
2016,33,-,Chad Campbell, 0.6820 ,"1,104","1,620"
2016,33,-,Louis Oosthuizen, 0.6820 ,687,"1,008"
2016,35,-,Rhein Gibson, 0.6810 ,662,972
2016,35,-,Hideki Matsuyama, 0.6810 ,895,"1,314"
2016,37,-,Chez Reavie, 0.6810 ,"1,054","1,548"
2016,38,-,Charles Howell III, 0.6800 ,"1,114","1,638"
2016,39,-,Alex Cejka, 0.6800 ,820,"1,206"
2016,40,-,Justin Rose, 0.6790 ,758,"1,116"
2016,41,-,Boo Weekley, 0.6790 ,"1,014","1,494"
2016,42,-,Ryan Palmer, 0.6780 ,"1,050","1,548"
2016,43,-,Dustin Johnson, 0.6780 ,"1,001","1,476"
2016,43,-,Matt Kuchar, 0.6780 ,"1,172","1,728"
2016,45,-,Billy Horschel, 0.6770 ,853,"1,260"
2016,46,-,Daniel Berger, 0.6770 ,"1,084","1,602"
2016,47,-,Martin Laird, 0.6770 ,950,"1,404"
2016,48,-,Kyle Reifers, 0.6760 ,"1,351","1,998"
2016,49,-,J.J. Henry, 0.6750 ,802,"1,188"
2016,50,-,Kelly Kraft, 0.6740 ,716,"1,062"
2016,51,-,William McGirt, 0.6740 ,"1,188","1,764"
2016,52,-,Scott Piercy, 0.6730 ,"1,018","1,512"
2016,53,-,Jason Day, 0.6720 ,835,"1,242"
2016,54,-,Luke List, 0.6720 ,931,"1,386"
2016,54,-,Sean O'Hair, 0.6720 ,"1,076","1,602"
2016,54,-,Kyle Stanley, 0.6720 ,"1,076","1,602"
2016,57,-,Bill Haas, 0.6710 ,991,"1,476"
2016,57,-,Webb Simpson, 0.6710 ,846,"1,260"
2016,59,-,Brooks Koepka, 0.6700 ,844,"1,260"
2016,60,-,Brett Stegmaier, 0.6680 ,"1,022","1,530"
2016,61,-,Branden Grace, 0.6680 ,721,"1,080"
2016,62,-,Dawie van der Walt, 0.6680 ,841,"1,260"
2016,63,-,Blayne Barber, 0.6670 ,961,"1,440"
2016,64,-,Ben Martin, 0.6670 ,"1,057","1,584"
2016,64,-,Kevin Na, 0.6670 ,"1,117","1,674"
2016,66,-,Jerry Kelly, 0.6670 ,912,"1,368"
2016,67,-,Chris Stroud, 0.6660 ,959,"1,440"
2016,68,-,Jason Gore, 0.6650 ,886,"1,332"
2016,69,-,Shawn Stefani, 0.6650 ,"1,041","1,566"
2016,70,-,Will MacKenzie, 0.6640 ,956,"1,440"
2016,71,-,Kevin Chappell, 0.6640 ,"1,111","1,674"
2016,72,-,Jason Bohn, 0.6630 ,800,"1,206"
2016,72,-,Spencer Levin, 0.6630 ,"1,194","1,800"
2016,74,-,Smylie Kaufman, 0.6630 ,"1,050","1,584"
2016,75,-,Bronson Burgoon, 0.6620 ,942,"1,422"
2016,75,-,Harold Varner III, 0.6620 ,"1,097","1,656"
2016,77,-,John Huh, 0.6620 ,"1,013","1,530"
2016,78,-,Robert Streb, 0.6620 ,"1,001","1,512"
2016,79,-,Derek Ernst, 0.6620 ,679,"1,026"
2016,79,-,Michael Thompson, 0.6620 ,810,"1,224"
2016,81,-,Andres Gonzales, 0.6620 ,929,"1,404"
2016,82,-,Scott Stallings, 0.6610 ,833,"1,260"
2016,83,-,Adam Hadwin, 0.6610 ,"1,106","1,674"
2016,84,-,Phil Mickelson, 0.6610 ,856,"1,296"
2016,85,-,Steve Marino, 0.6600 ,808,"1,224"
2016,86,-,Nick Taylor, 0.6580 ,936,"1,422"
2016,87,-,Ryan Moore, 0.6580 ,959,"1,458"
2016,88,-,Ricky Barnes, 0.6580 ,"1,101","1,674"
2016,89,-,Whee Kim, 0.6570 ,923,"1,404"
2016,90,-,Brandt Snedeker, 0.6570 ,"1,052","1,602"
2016,91,-,Cameron Tringale, 0.6570 ,910,"1,386"
2016,92,-,Jim Herman, 0.6570 ,"1,099","1,674"
2016,93,-,Brendon de Jonge, 0.6560 ,957,"1,458"
2016,94,-,Justin Thomas, 0.6560 ,"1,134","1,728"
2016,95,-,Tyler Aldridge, 0.6550 ,932,"1,422"
2016,96,-,David Toms, 0.6550 ,731,"1,116"
2016,97,-,K.J. Choi, 0.6540 ,859,"1,314"
2016,98,-,D.A. Points, 0.6540 ,600,918
2016,99,-,Jamie Lovemark, 0.6530 ,"1,070","1,638"
2016,100,-,Marc Leishman, 0.6530 ,"1,011","1,548"
2016,101,-,Chesson Hadley, 0.6530 ,928,"1,422"
2016,101,-,Sung Kang, 0.6530 ,"1,022","1,566"
2016,103,-,Colt Knost, 0.6530 ,"1,010","1,548"
2016,104,-,Kevin Kisner, 0.6520 ,"1,103","1,692"
2016,105,-,J.B. Holmes, 0.6520 ,868,"1,332"
2016,106,-,Tony Finau, 0.6510 ,"1,113","1,710"
2016,107,-,Scott Brown, 0.6500 ,"1,030","1,584"
2016,108,-,Mark Wilson, 0.6500 ,725,"1,116"
2016,109,-,Francesco Molinari, 0.6490 ,748,"1,152"
2016,110,-,Freddie Jacobson, 0.6490 ,"1,004","1,548"
2016,111,-,Brian Harman, 0.6490 ,"1,214","1,872"
2016,112,-,Harris English, 0.6480 ,"1,132","1,746"
2016,112,-,Si Woo Kim, 0.6480 ,"1,272","1,962"
2016,114,-,Tyrone Van Aswegen, 0.6480 ,"1,190","1,836"
2016,115,-,Tim Wilkinson, 0.6470 ,792,"1,224"
2016,116,-,Patrick Reed, 0.6470 ,"1,152","1,782"
2016,117,-,Andrew Landry, 0.6460 ,570,882
2016,118,-,Luke Donald, 0.6460 ,942,"1,458"
2016,119,-,James Hahn, 0.6460 ,988,"1,530"
2016,119,-,Charley Hoffman, 0.6460 ,"1,023","1,584"
2016,121,-,S.Y. Noh, 0.6450 ,941,"1,458"
2016,122,-,Zach Johnson, 0.6450 ,999,"1,548"
2016,123,-,Shane Lowry, 0.6450 ,627,972
2016,124,-,Patton Kizzire, 0.6450 ,"1,033","1,602"
2016,125,-,Graeme McDowell, 0.6440 ,696,"1,080"
2016,125,-,Carlos Ortiz, 0.6440 ,870,"1,350"
2016,127,-,Vaughn Taylor, 0.6440 ,835,"1,296"
2016,128,-,Sam Saunders, 0.6440 ,753,"1,170"
2016,129,-,Martin Piller, 0.6430 ,660,"1,026"
2016,130,-,Rory Sabbatini, 0.6430 ,625,972
2016,131,-,George McNeill, 0.6420 ,589,918
2016,132,-,Chris Kirk, 0.6410 ,980,"1,530"
2016,133,-,Rod Pampling, 0.6400 ,576,900
2016,134,-,David Lingmerth, 0.6400 ,910,"1,422"
2016,135,-,Matt Jones, 0.6400 ,921,"1,440"
2016,135,-,Jimmy Walker, 0.6400 ,944,"1,476"
2016,137,-,Danny Lee, 0.6400 ,"1,036","1,620"
2016,138,-,Scott Langley, 0.6390 ,725,"1,134"
2016,139,-,Jeff Overton, 0.6390 ,747,"1,170"
2016,140,-,Robert Allenby, 0.6370 ,585,918
2016,141,-,Fabián Gómez, 0.6370 ,906,"1,422"
2016,142,-,Geoff Ogilvy, 0.6370 ,676,"1,062"
2016,143,-,Ben Crane, 0.6360 ,870,"1,368"
2016,144,-,Rob Oppenheim, 0.6360 ,721,"1,134"
2016,145,-,Mark Hubbard, 0.6350 ,"1,109","1,746"
2016,145,-,Jordan Spieth, 0.6350 ,869,"1,368"
2016,147,-,Will Wilcox, 0.6340 ,742,"1,170"
2016,148,-,Andrew Loupe, 0.6340 ,856,"1,350"
2016,149,-,Brian Stuard, 0.6330 ,752,"1,188"
2016,150,-,Morgan Hoffmann, 0.6330 ,763,"1,206"
2016,151,-,Wes Roach, 0.6320 ,626,990
2016,152,-,Luke Guthrie, 0.6310 ,625,990
2016,152,-,Troy Merritt, 0.6310 ,875,"1,386"
2016,154,-,Aaron Baddeley, 0.6310 ,"1,011","1,602"
2016,155,-,Ángel Cabrera, 0.6310 ,704,"1,116"
2016,156,-,Jon Curran, 0.6300 ,"1,123","1,782"
2016,156,-,Daniel Summerhays, 0.6300 ,"1,123","1,782"
2016,158,-,Steve Stricker, 0.6300 ,601,954
2016,159,-,Padraig Harrington, 0.6300 ,612,972
2016,159,-,Michael Kim, 0.6300 ,"1,088","1,728"
2016,161,-,Anirban Lahiri, 0.6290 ,781,"1,242"
2016,162,-,Hunter Mahan, 0.6280 ,689,"1,098"
2016,163,-,Retief Goosen, 0.6270 ,621,990
2016,163,-,Vijay Singh, 0.6270 ,813,"1,296"
2016,165,-,Cameron Smith, 0.6270 ,779,"1,242"
2016,166,-,Billy Hurley III, 0.6270 ,745,"1,188"
2016,167,-,Tom Hoge, 0.6250 ,866,"1,386"
2016,168,-,Chad Collins, 0.6240 ,820,"1,314"
2016,169,-,Zac Blair, 0.6230 ,"1,066","1,710"
2016,170,-,Camilo Villegas, 0.6210 ,883,"1,422"
2016,171,-,Peter Malnati, 0.6210 ,950,"1,530"
2016,172,-,Derek Fathauer, 0.6200 ,"1,049","1,692"
2016,173,-,Steve Wheatcroft, 0.6190 ,903,"1,458"
2016,174,-,Abraham Ancer, 0.6180 ,534,864
2016,175,-,Stuart Appleby, 0.6140 ,763,"1,242"
2016,176,-,Bryce Molder, 0.6130 ,861,"1,404"
2016,177,-,Ernie Els, 0.6120 ,727,"1,188"
2016,178,-,Jonas Blixt, 0.6100 ,834,"1,368"
2016,179,-,Dicky Pride, 0.6090 ,581,954
2016,180,-,D.H. Lee, 0.6010 ,617,"1,026"
2016,181,-,Hiroshi Iwata, 0.5950 ,889,"1,494"
2016,182,-,Ken Duke, 0.5930 ,576,972
2016,183,-,Erik Compton, 0.5860 ,665,"1,134"
2016,184,-,Steven Bowditch, 0.5450 ,696,"1,278"
2016,185,-,Brendon Todd, 0.5420 ,615,"1,134"
2017,1,-,Martin Flores, 0.7060 ,"1,030","1,458"
2017,2,-,Kyle Stanley, 0.7040 ,"1,267","1,800"
2017,3,-,Paul Casey, 0.7010 ,"1,135","1,620"
2017,4,-,Jordan Spieth, 0.7000 ,983,"1,404"
2017,5,-,Ryan Armour, 0.7000 ,743,"1,062"
2017,6,-,Lucas Glover, 0.6990 ,"1,133","1,620"
2017,7,-,Cameron Percy, 0.6990 ,818,"1,170"
2017,8,-,Sergio Garcia, 0.6960 ,777,"1,116"
2017,9,-,Robert Garrigus, 0.6950 ,901,"1,296"
2017,9,-,Dustin Johnson, 0.6950 ,876,"1,260"
2017,11,-,Gary Woodland, 0.6950 ,"1,113","1,602"
2017,12,-,J.J. Henry, 0.6940 ,"1,075","1,548"
2017,13,-,Patrick Cantlay, 0.6920 ,598,864
2017,14,-,Luke List, 0.6910 ,"1,219","1,764"
2017,15,-,Chad Campbell, 0.6910 ,"1,206","1,746"
2017,16,-,Hideki Matsuyama, 0.6900 ,944,"1,368"
2017,17,-,Tony Finau, 0.6900 ,"1,291","1,872"
2017,18,-,Stewart Cink, 0.6880 ,"1,151","1,674"
2017,19,-,Boo Weekley, 0.6870 ,902,"1,314"
2017,20,-,Keegan Bradley, 0.6860 ,"1,260","1,836"
2017,21,-,Jon Rahm, 0.6860 ,"1,025","1,494"
2017,22,-,Graham DeLaet, 0.6860 ,938,"1,368"
2017,23,-,Hudson Swafford, 0.6820 ,"1,105","1,620"
2017,24,-,Jim Herman, 0.6810 ,919,"1,350"
2017,25,-,Justin Rose, 0.6810 ,784,"1,152"
2017,26,-,Xander Schauffele, 0.6800 ,"1,126","1,656"
2017,27,-,Bill Haas, 0.6790 ,"1,039","1,530"
2017,28,-,Billy Horschel, 0.6790 ,"1,051","1,548"
2017,28,-,Scott Stallings, 0.6790 ,941,"1,386"
2017,30,-,Russell Henley, 0.6780 ,"1,184","1,746"
2017,31,-,Andres Gonzales, 0.6770 ,841,"1,242"
2017,32,-,Harold Varner III, 0.6770 ,"1,206","1,782"
2017,33,-,Blayne Barber, 0.6760 ,864,"1,278"
2017,34,-,Shane Lowry, 0.6760 ,596,882
2017,35,-,Shawn Stefani, 0.6750 ,826,"1,224"
2017,36,-,Richy Werenski, 0.6740 ,898,"1,332"
2017,37,-,Ryan Brehm, 0.6740 ,934,"1,386"
2017,38,-,Bud Cauley, 0.6740 ,"1,067","1,584"
2017,39,-,Rory Sabbatini, 0.6740 ,788,"1,170"
2017,40,-,Chez Reavie, 0.6730 ,"1,151","1,710"
2017,41,-,Francesco Molinari, 0.6730 ,872,"1,296"
2017,42,-,Brendan Steele, 0.6730 ,"1,017","1,512"
2017,43,-,C.T. Pan, 0.6730 ,"1,041","1,548"
2017,44,-,Jason Dufner, 0.6720 ,992,"1,476"
2017,45,-,William McGirt, 0.6720 ,"1,004","1,494"
2017,46,-,Justin Thomas, 0.6720 ,955,"1,422"
2017,47,-,J.J. Spaun, 0.6710 ,"1,039","1,548"
2017,48,-,Brandt Snedeker, 0.6710 ,604,900
2017,49,-,Adam Scott, 0.6710 ,700,"1,044"
2017,50,-,Marc Leishman, 0.6700 ,"1,086","1,620"
2017,51,-,Rickie Fowler, 0.6700 ,917,"1,368"
2017,52,-,Charles Howell III, 0.6700 ,989,"1,476"
2017,52,-,Trey Mullinax, 0.6700 ,989,"1,476"
2017,54,-,Emiliano Grillo, 0.6700 ,"1,049","1,566"
2017,55,-,Johnson Wagner, 0.6690 ,759,"1,134"
2017,56,-,Rick Lamb, 0.6690 ,602,900
2017,57,-,D.A. Points, 0.6680 ,818,"1,224"
2017,58,-,Jason Kokrak, 0.6680 ,"1,142","1,710"
2017,59,-,Julián Etulain, 0.6680 ,757,"1,134"
2017,59,-,Scott Piercy, 0.6680 ,805,"1,206"
2017,61,-,Brett Stegmaier, 0.6670 ,913,"1,368"
2017,62,-,Chris Kirk, 0.6670 ,997,"1,494"
2017,62,-,Matt Kuchar, 0.6670 ,"1,105","1,656"
2017,64,-,Daniel Berger, 0.6670 ,"1,032","1,548"
2017,64,-,Kevin Streelman, 0.6670 ,"1,056","1,584"
2017,64,-,Vaughn Taylor, 0.6670 ,"1,008","1,512"
2017,67,-,Charley Hoffman, 0.6660 ,"1,295","1,944"
2017,68,-,Ben Martin, 0.6660 ,947,"1,422"
2017,69,-,Russell Knox, 0.6660 ,839,"1,260"
2017,70,-,Ryan Palmer, 0.6650 ,634,954
2017,71,-,Alex Cejka, 0.6650 ,921,"1,386"
2017,72,-,Nick Watney, 0.6640 ,825,"1,242"
2017,73,-,Branden Grace, 0.6640 ,753,"1,134"
2017,73,-,Sean O'Hair, 0.6640 ,"1,004","1,512"
2017,75,-,Kevin Kisner, 0.6640 ,"1,171","1,764"
2017,75,-,Tyrone Van Aswegen, 0.6640 ,"1,159","1,746"
2017,77,-,Chris Stroud, 0.6620 ,703,"1,062"
2017,78,-,Pat Perez, 0.6620 ,"1,072","1,620"
2017,79,-,Nick Taylor, 0.6610 ,"1,131","1,710"
2017,80,-,Jim Furyk, 0.6610 ,607,918
2017,81,-,Danny Lee, 0.6610 ,"1,059","1,602"
2017,82,-,James Hahn, 0.6610 ,"1,142","1,728"
2017,82,-,Jamie Lovemark, 0.6610 ,"1,142","1,728"
2017,84,-,Sung Kang, 0.6610 ,"1,213","1,836"
2017,85,-,Tom Hoge, 0.6610 ,547,828
2017,86,-,Ollie Schniederjans, 0.6600 ,"1,034","1,566"
2017,87,-,Kyle Reifers, 0.6600 ,"1,045","1,584"
2017,88,-,Jhonattan Vegas, 0.6590 ,"1,068","1,620"
2017,89,-,Tag Ridings, 0.6590 ,700,"1,062"
2017,90,-,Martin Laird, 0.6590 ,984,"1,494"
2017,91,-,Patrick Rodgers, 0.6580 ,877,"1,332"
2017,92,-,John Huh, 0.6580 ,"1,042","1,584"
2017,93,-,Ben Crane, 0.6570 ,934,"1,422"
2017,93,-,Michael Kim, 0.6570 ,"1,064","1,620"
2017,95,-,Nicholas Lindheim, 0.6570 ,662,"1,008"
2017,96,-,Rory McIlroy, 0.6560 ,567,864
2017,96,-,Seamus Power, 0.6560 ,945,"1,440"
2017,98,-,Mark Anderson, 0.6560 ,614,936
2017,99,-,S.Y. Noh, 0.6560 ,"1,027","1,566"
2017,100,-,Spencer Levin, 0.6560 ,"1,003","1,530"
2017,101,-,J.T. Poston, 0.6550 ,"1,026","1,566"
2017,102,-,Kevin Na, 0.6550 ,967,"1,476"
2017,102,-,Geoff Ogilvy, 0.6550 ,849,"1,296"
2017,104,-,Webb Simpson, 0.6550 ,"1,167","1,782"
2017,105,-,Bryson DeChambeau, 0.6550 ,"1,049","1,602"
2017,106,-,Mark Hubbard, 0.6540 ,871,"1,332"
2017,107,-,Ryan Blaum, 0.6530 ,"1,128","1,728"
2017,108,-,Smylie Kaufman, 0.6530 ,834,"1,278"
2017,109,-,Kevin Chappell, 0.6530 ,"1,057","1,620"
2017,110,-,Sam Saunders, 0.6520 ,822,"1,260"
2017,111,-,Louis Oosthuizen, 0.6520 ,728,"1,116"
2017,112,-,Robert Streb, 0.6520 ,"1,103","1,692"
2017,113,-,Steven Alker, 0.6520 ,739,"1,134"
2017,114,-,Adam Hadwin, 0.6510 ,"1,148","1,764"
2017,115,-,Ryan Moore, 0.6510 ,925,"1,422"
2017,116,-,Miguel Angel Carballo, 0.6490 ,666,"1,026"
2017,117,-,Troy Merritt, 0.6480 ,887,"1,368"
2017,118,-,Brett Drewitt, 0.6480 ,618,954
2017,119,-,Mackenzie Hughes, 0.6470 ,"1,212","1,872"
2017,120,-,David Hearn, 0.6470 ,990,"1,530"
2017,120,-,Kevin Tway, 0.6470 ,"1,025","1,584"
2017,122,-,Zac Blair, 0.6470 ,"1,153","1,782"
2017,123,-,Fabián Gómez, 0.6470 ,687,"1,062"
2017,124,-,Hunter Mahan, 0.6460 ,825,"1,278"
2017,125,-,Brandon Hagy, 0.6450 ,894,"1,386"
2017,126,-,Ian Poulter, 0.6450 ,789,"1,224"
2017,127,-,Cameron Tringale, 0.6440 ,962,"1,494"
2017,128,-,Scott Brown, 0.6440 ,"1,054","1,638"
2017,129,-,Brad Fritsch, 0.6420 ,601,936
2017,129,-,Zach Johnson, 0.6420 ,890,"1,386"
2017,131,-,Byeong Hun An, 0.6400 ,830,"1,296"
2017,132,-,Rod Pampling, 0.6400 ,818,"1,278"
2017,133,-,Tim Wilkinson, 0.6400 ,668,"1,044"
2017,134,-,Harris English, 0.6400 ,875,"1,368"
2017,135,-,Grayson Murray, 0.6400 ,"1,036","1,620"
2017,136,-,Retief Goosen, 0.6390 ,529,828
