Year,Rank,SpacerGIR,Player, GreensRate ,GreensHit,GreensPossible
1994,105,-,Jim Furyk, 0.6540 ,"1,118","1,710"
1994,105,-,Jesper Parnevik, 0.6540 ,659,"1,008"
1994,108,-,Dave Rummells, 0.6530 ,"1,176","1,800"
1994,109,-,Bob Tway, 0.6530 ,940,"1,440"
1994,110,-,Yoshinori Mizumaki, 0.6520 ,716,"1,098"
1994,111,-,Ken Green, 0.6520 ,"1,003","1,539"
1994,112,-,Gene Sauers, 0.6510 ,960,"1,474"
1994,113,-,Kelly Gibson, 0.6510 ,"1,089","1,674"
1994,114,-,Marco Dawson, 0.6500 ,995,"1,530"
1994,115,-,Ronnie Black, 0.6500 ,936,"1,440"
1994,116,-,Willie Wood, 0.6480 ,898,"1,386"
1994,117,-,Larry Nelson, 0.6480 ,641,990
1994,118,-,Brad Faxon, 0.6470 ,"1,072","1,656"
1994,119,-,Larry Silveira, 0.6470 ,897,"1,386"
1994,120,-,Payne Stewart, 0.6470 ,885,"1,368"
1994,120,-,Scott Verplank, 0.6470 ,742,"1,147"
1994,122,-,Steve Gotsche, 0.6470 ,652,"1,008"
1994,123,-,Tom Garner, 0.6460 ,651,"1,008"
1994,124,-,Bruce Fleisher, 0.6460 ,953,"1,476"
1994,125,-,Ed Humenik, 0.6450 ,"1,034","1,602"
1994,125,-,Corey Pavin, 0.6450 ,790,"1,224"
1994,127,-,Mark O'Meara, 0.6450 ,"1,057","1,638"
1994,128,-,Joel Edwards, 0.6450 ,987,"1,530"
1994,129,-,Bob May, 0.6450 ,905,"1,404"
1994,129,-,Vijay Singh, 0.6450 ,771,"1,196"
1994,131,-,Howard Twitty, 0.6430 ,"1,016","1,579"
1994,132,-,David Frost, 0.6430 ,903,"1,404"
1994,133,-,Brandel Chamblee, 0.6430 ,983,"1,530"
1994,134,-,Robin Freeman, 0.6420 ,"1,052","1,638"
1994,135,-,David Toms, 0.6420 ,"1,052","1,640"
1994,136,-,Pete Jordan, 0.6410 ,"1,016","1,584"
1994,137,-,Eddie Kirby, 0.6400 ,599,936
1994,138,-,Grant Waite, 0.6400 ,806,"1,260"
1994,139,-,Jeff Sluman, 0.6400 ,"1,059","1,656"
1994,140,-,Mark Brooks, 0.6390 ,"1,288","2,016"
1994,141,-,Chip Beck, 0.6380 ,988,"1,548"
1994,142,-,Trevor Dodds, 0.6380 ,907,"1,422"
1994,142,-,Paul Goydos, 0.6380 ,"1,194","1,872"
1994,144,-,Billy Andrade, 0.6370 ,997,"1,566"
1994,145,-,John Flannery, 0.6370 ,"1,077","1,692"
1994,146,-,Ty Armstrong, 0.6360 ,682,"1,072"
1994,147,-,Richard Zokol, 0.6360 ,847,"1,332"
1994,148,-,Wayne Grady, 0.6330 ,638,"1,008"
1994,149,-,Neal Lancaster, 0.6330 ,"1,082","1,710"
1994,150,-,Rocky Walcher, 0.6320 ,728,"1,152"
1994,151,-,Nolan Henke, 0.6290 ,894,"1,422"
1994,152,-,Dicky Pride, 0.6280 ,836,"1,332"
1994,153,-,Ben Crenshaw, 0.6270 ,971,"1,548"
1994,154,-,Fulton Allem, 0.6240 ,921,"1,476"
1994,155,-,Rob Boldt, 0.6240 ,657,"1,053"
1994,156,-,Doug Martin, 0.6230 ,908,"1,458"
1994,157,-,John Inman, 0.6220 ,"1,130","1,818"
1994,158,-,Michael Allen, 0.6200 ,"1,083","1,748"
1994,159,-,Brian Henninger, 0.6180 ,768,"1,242"
1994,160,-,Dick Mast, 0.6180 ,934,"1,512"
1994,161,-,Brad Lardon, 0.6160 ,610,990
1994,162,-,Jeff Woodland, 0.6160 ,920,"1,494"
1994,163,-,Morris Hatalsky, 0.6160 ,842,"1,368"
1994,164,-,Charles Raulerson, 0.6150 ,686,"1,116"
1994,165,-,Tom Sieckmann, 0.6140 ,873,"1,422"
1994,166,-,Greg Kraft, 0.6130 ,949,"1,548"
1994,167,-,Larry Rinker, 0.6110 ,814,"1,332"
1994,168,-,Todd Barranger, 0.6100 ,735,"1,206"
1994,168,-,Bill Britton, 0.6100 ,746,"1,224"
1994,170,-,Phil Tataurangi, 0.6090 ,724,"1,188"
1994,171,-,Ted Schulz, 0.6090 ,845,"1,388"
1994,172,-,Lanny Wadkins, 0.6050 ,730,"1,206"
1994,173,-,Gary Hallberg, 0.6040 ,843,"1,395"
1994,174,-,Greg Twiggs, 0.6040 ,696,"1,152"
1994,175,-,Mark Wurtz, 0.5980 ,872,"1,458"
1994,176,-,Robert Wrenn, 0.5880 ,550,936
1994,177,-,Stan Utley, 0.5860 ,770,"1,314"
1994,178,-,Phil Blackmar, 0.5780 ,697,"1,206"
1994,179,-,Billy Ray Brown, 0.5580 ,555,995
1995,1,-,Lennie Clements, 0.7230 ,"1,210","1,674"
1995,2,-,Bart Bryant, 0.7140 ,"1,054","1,476"
1995,3,-,Craig Stadler, 0.7130 ,860,"1,206"
1995,4,-,Grant Waite, 0.7130 ,"1,078","1,512"
1995,5,-,Dave Barr, 0.7090 ,"1,008","1,422"
1995,6,-,Scott Gump, 0.7070 ,"1,183","1,674"
1995,7,-,Scott Simpson, 0.7060 ,"1,086","1,538"
1995,8,-,Mark O'Meara, 0.7050 ,"1,167","1,656"
1995,9,-,Tom Lehman, 0.7040 ,824,"1,170"
1995,10,-,Tom Purtzer, 0.7040 ,728,"1,034"
1995,11,-,Joey Sindelar, 0.7030 ,899,"1,278"
1995,12,-,Peter Jacobsen, 0.7020 ,"1,125","1,602"
1995,13,-,Hal Sutton, 0.7000 ,"1,185","1,692"
1995,14,-,Emlyn Aubrey, 0.6980 ,"1,081","1,548"
1995,15,-,John Mahaffey, 0.6970 ,"1,016","1,458"
1995,16,-,Kirk Triplett, 0.6970 ,"1,254","1,800"
1995,17,-,Tom Kite, 0.6960 ,"1,040","1,494"
1995,18,-,Steve Jones, 0.6960 ,"1,002","1,440"
1995,19,-,Gil Morgan, 0.6950 ,888,"1,278"
1995,20,-,Tom Watson, 0.6940 ,650,936
1995,21,-,Patrick Burke, 0.6940 ,880,"1,269"
1995,22,-,Fuzzy Zoeller, 0.6920 ,675,975
1995,23,-,John Adams, 0.6920 ,"1,009","1,458"
1995,23,-,Larry Mize, 0.6920 ,847,"1,224"
1995,25,-,Mark Brooks, 0.6910 ,"1,107","1,602"
1995,26,-,John Cook, 0.6900 ,987,"1,431"
1995,27,-,Steve Elkington, 0.6900 ,837,"1,214"
1995,27,-,Duffy Waldorf, 0.6900 ,"1,117","1,620"
1995,29,-,Jesper Parnevik, 0.6890 ,757,"1,098"
1995,30,-,Jay Don Blake, 0.6890 ,"1,067","1,548"
1995,30,-,Fred Couples, 0.6890 ,670,972
1995,32,-,Lee Rinker, 0.6890 ,"1,128","1,638"
1995,33,-,Mike Hulbert, 0.6860 ,"1,260","1,836"
1995,34,-,Russ Cochran, 0.6860 ,"1,000","1,458"
1995,35,-,Nick Faldo, 0.6860 ,839,"1,224"
1995,36,-,D.A. Weibring, 0.6850 ,"1,023","1,494"
1995,37,-,Don Pooley, 0.6840 ,899,"1,314"
1995,38,-,Jim Carter, 0.6830 ,"1,180","1,728"
1995,39,-,Brett Ogle, 0.6830 ,727,"1,065"
1995,39,-,Tony Sills, 0.6830 ,897,"1,314"
1995,41,-,Dan Forsman, 0.6830 ,946,"1,386"
1995,42,-,Ronnie Black, 0.6820 ,"1,105","1,620"
1995,43,-,Andrew Magee, 0.6820 ,"1,055","1,548"
1995,44,-,Dillard Pruitt, 0.6810 ,944,"1,386"
1995,45,-,Scott Verplank, 0.6800 ,"1,041","1,530"
1995,46,-,Jeff Sluman, 0.6800 ,"1,236","1,818"
1995,47,-,Brad Bryant, 0.6790 ,"1,137","1,674"
1995,47,-,Bruce Lietzke, 0.6790 ,648,954
1995,49,-,David Edwards, 0.6790 ,904,"1,332"
1995,50,-,David Peoples, 0.6790 ,623,918
1995,51,-,Steve Stricker, 0.6770 ,"1,012","1,494"
1995,52,-,Fred Funk, 0.6770 ,"1,364","2,016"
1995,53,-,Curt Byrum, 0.6760 ,"1,290","1,908"
1995,54,-,Ray Stewart, 0.6760 ,803,"1,188"
1995,55,-,Keith Fergus, 0.6760 ,997,"1,476"
1995,56,-,Bob Tway, 0.6750 ,"1,118","1,656"
1995,57,-,Bobby Wadkins, 0.6750 ,"1,166","1,728"
1995,58,-,Joe Ozaki, 0.6750 ,753,"1,116"
1995,59,-,Mike Heinen, 0.6740 ,"1,056","1,566"
1995,60,-,David Duval, 0.6740 ,"1,031","1,530"
1995,61,-,Loren Roberts, 0.6720 ,980,"1,458"
1995,62,-,Kenny Perry, 0.6720 ,"1,137","1,692"
1995,63,-,Bill Glasson, 0.6720 ,834,"1,242"
1995,63,-,Steve Lowery, 0.6720 ,"1,245","1,854"
1995,65,-,Tommy Armour III, 0.6710 ,"1,111","1,656"
1995,66,-,Pete Jordan, 0.6700 ,711,"1,062"
1995,67,-,Mark Calcavecchia, 0.6690 ,"1,217","1,818"
1995,68,-,John Morse, 0.6690 ,831,"1,242"
1995,69,-,"Jim Gallagher, Jr.", 0.6690 ,"1,144","1,710"
1995,69,-,Jim McGovern, 0.6690 ,"1,168","1,746"
1995,71,-,"Joe Acosta, Jr.", 0.6690 ,884,"1,322"
1995,71,-,Marco Dawson, 0.6690 ,987,"1,476"
1995,73,-,Jay Haas, 0.6680 ,"1,010","1,512"
1995,74,-,Justin Leonard, 0.6680 ,"1,274","1,908"
1995,75,-,Joey Rassett, 0.6670 ,654,980
1995,75,-,"Dave Stockton, Jr.", 0.6670 ,"1,117","1,674"
1995,75,-,Harry Taylor, 0.6670 ,"1,021","1,530"
1995,75,-,Howard Twitty, 0.6670 ,"1,039","1,557"
1995,79,-,Doug Tewell, 0.6670 ,660,990
1995,80,-,Woody Austin, 0.6660 ,"1,366","2,050"
1995,81,-,David Ogrin, 0.6660 ,"1,091","1,638"
1995,82,-,Davis Love III, 0.6650 ,"1,018","1,530"
1995,82,-,Blaine McCallister, 0.6650 ,"1,078","1,620"
1995,84,-,Curtis Strange, 0.6650 ,982,"1,476"
1995,85,-,Guy Boros, 0.6650 ,"1,161","1,746"
1995,85,-,Dudley Hart, 0.6650 ,"1,149","1,728"
1995,85,-,Nick Price, 0.6650 ,742,"1,116"
1995,88,-,Paul Goydos, 0.6650 ,"1,304","1,962"
1995,88,-,Greg Norman, 0.6650 ,646,972
1995,90,-,Doug Martin, 0.6640 ,"1,100","1,656"
1995,91,-,Joel Edwards, 0.6640 ,"1,135","1,710"
1995,92,-,Brandel Chamblee, 0.6640 ,866,"1,305"
1995,93,-,Dicky Thompson, 0.6640 ,836,"1,260"
1995,94,-,Donnie Hammond, 0.6630 ,955,"1,440"
1995,95,-,Billy Mayfair, 0.6630 ,"1,181","1,782"
1995,96,-,Scott Hoch, 0.6630 ,"1,145","1,728"
1995,97,-,Craig Parry, 0.6620 ,882,"1,332"
1995,98,-,John Wilson, 0.6620 ,"1,132","1,710"
1995,99,-,Bruce Fleisher, 0.6620 ,822,"1,242"
1995,100,-,Corey Pavin, 0.6620 ,893,"1,350"
1995,101,-,Jeff Maggert, 0.6610 ,916,"1,385"
1995,102,-,Omar Uresti, 0.6610 ,"1,142","1,728"
1995,103,-,Phil Mickelson, 0.6610 ,880,"1,332"
1995,103,-,Charlie Rymer, 0.6610 ,892,"1,350"
1995,105,-,Lee Janzen, 0.6610 ,"1,094","1,656"
1995,106,-,Vijay Singh, 0.6600 ,891,"1,350"
1995,107,-,Robin Freeman, 0.6600 ,"1,152","1,746"
1995,108,-,Paul Azinger, 0.6590 ,878,"1,332"
1995,109,-,Billy Ray Brown, 0.6590 ,771,"1,170"
1995,110,-,Gene Sauers, 0.6590 ,842,"1,278"
1995,111,-,Kelly Gibson, 0.6580 ,"1,196","1,818"
1995,112,-,Billy Andrade, 0.6580 ,"1,042","1,584"
1995,113,-,Paul Stankowski, 0.6570 ,"1,076","1,638"
1995,114,-,Don Reese, 0.6540 ,883,"1,350"
1995,115,-,Tom Hearn, 0.6530 ,670,"1,026"
1995,116,-,Mike Reid, 0.6510 ,727,"1,116"
1995,117,-,Kawika Cotner, 0.6510 ,961,"1,476"
1995,117,-,Mike Standly, 0.6510 ,"1,090","1,674"
1995,119,-,Scott McCarron, 0.6510 ,894,"1,374"
1995,120,-,Rocco Mediate, 0.6510 ,581,893
1995,121,-,Skip Kendall, 0.6510 ,"1,124","1,728"
1995,122,-,Clark Dennis, 0.6500 ,"1,077","1,656"
1995,123,-,Bill Porter, 0.6500 ,889,"1,368"
1995,124,-,Chip Beck, 0.6490 ,"1,087","1,674"
1995,124,-,Mark McCumber, 0.6490 ,748,"1,152"
1995,126,-,Bob Lohr, 0.6480 ,"1,062","1,638"
1995,127,-,Glen Day, 0.6480 ,"1,058","1,633"
1995,128,-,Bruce Vaughan, 0.6480 ,"1,084","1,674"
1995,129,-,Bob Estes, 0.6480 ,"1,014","1,566"
1995,130,-,J.L. Lewis, 0.6470 ,990,"1,530"
1995,131,-,Brian Claar, 0.6460 ,"1,070","1,656"
1995,132,-,Lanny Wadkins, 0.6450 ,685,"1,062"
1995,133,-,Ernie Els, 0.6450 ,650,"1,008"
1995,133,-,Steve Pate, 0.6450 ,"1,102","1,709"
1995,135,-,Rick Fehr, 0.6450 ,882,"1,368"
1995,136,-,Ed Humenik, 0.6440 ,"1,009","1,566"
1995,137,-,Ken Green, 0.6440 ,729,"1,132"
1995,138,-,Bill Britton, 0.6430 ,776,"1,206"
1995,138,-,Jonathan Kaye, 0.6430 ,747,"1,161"
1995,140,-,Nolan Henke, 0.6430 ,938,"1,458"
1995,141,-,Tommy Tolles, 0.6430 ,913,"1,420"
1995,142,-,Wayne Levi, 0.6430 ,594,924
1995,143,-,Tray Tyner, 0.6420 ,947,"1,476"
1995,144,-,Michael Bradley, 0.6410 ,"1,015","1,584"
1995,145,-,Brian Henninger, 0.6410 ,911,"1,422"
1995,146,-,John Huston, 0.6400 ,887,"1,386"
1995,147,-,Mike Smith, 0.6390 ,828,"1,296"
1995,148,-,Pat Bates, 0.6380 ,930,"1,458"
1995,149,-,Robert Gamez, 0.6380 ,941,"1,476"
1995,150,-,Tim Loustalot, 0.6370 ,631,990
1995,151,-,Chris Perry, 0.6370 ,998,"1,566"
1995,152,-,Jerry Haas, 0.6370 ,940,"1,476"
1995,153,-,Brad Faxon, 0.6360 ,944,"1,485"
1995,154,-,Phil Blackmar, 0.6350 ,869,"1,368"
1995,155,-,Mike Sullivan, 0.6350 ,983,"1,548"
1995,156,-,Mark Carnevale, 0.6340 ,869,"1,370"
1995,157,-,Larry Nelson, 0.6340 ,639,"1,008"
1995,158,-,Bob Burns, 0.6330 ,946,"1,494"
1995,159,-,Ben Crenshaw, 0.6320 ,865,"1,368"
1995,160,-,Steve Gotsche, 0.6320 ,921,"1,458"
1995,161,-,Jim Furyk, 0.6310 ,"1,159","1,836"
1995,162,-,J.P. Hayes, 0.6310 ,920,"1,458"
1995,163,-,Brian Kamm, 0.6300 ,"1,021","1,620"
1995,164,-,Michael Allen, 0.6300 ,646,"1,026"
1995,165,-,Jerry Pate, 0.6290 ,793,"1,260"
1995,166,-,Steve Rintoul, 0.6280 ,"1,085","1,728"
1995,167,-,Chris DiMarco, 0.6280 ,994,"1,584"
1995,168,-,Dennis Paulson, 0.6270 ,926,"1,476"
1995,169,-,Ted Tryba, 0.6270 ,"1,163","1,854"
1995,170,-,Payne Stewart, 0.6260 ,"1,048","1,674"
1995,171,-,Jay Delsing, 0.6250 ,815,"1,305"
1995,172,-,Neal Lancaster, 0.6240 ,"1,011","1,620"
1995,173,-,Carl Paulson, 0.6240 ,696,"1,116"
1995,174,-,Greg Kraft, 0.6230 ,"1,122","1,800"
1995,175,-,Jay Williamson, 0.6220 ,728,"1,170"
1995,176,-,Bob Gilder, 0.6220 ,951,"1,530"
1995,177,-,Mike Brisky, 0.6190 ,970,"1,566"
1995,178,-,Mark Wiebe, 0.6180 ,712,"1,152"
1995,179,-,Mark Wurtz, 0.6160 ,931,"1,512"
1995,180,-,Dicky Pride, 0.6140 ,917,"1,494"
1995,181,-,David Frost, 0.6120 ,749,"1,224"
1995,182,-,Gary Hallberg, 0.6100 ,812,"1,332"
1995,183,-,Fulton Allem, 0.6060 ,597,985
1995,184,-,Jeff Leonard, 0.6000 ,777,"1,296"
1995,185,-,John Daly, 0.5930 ,758,"1,278"
1995,186,-,Keith Clearwater, 0.5910 ,729,"1,233"
1995,187,-,David Feherty, 0.5800 ,698,"1,204"
1995,188,-,Mike Springer, 0.5740 ,669,"1,165"
1996,1,-,Fuzzy Zoeller, 0.7210 ,649,900
1996,2,-,Mark O'Meara, 0.7180 ,982,"1,368"
1996,3,-,Fred Couples, 0.7180 ,801,"1,116"
1996,3,-,Tom Lehman, 0.7180 ,956,"1,332"
1996,5,-,Jesper Parnevik, 0.7160 ,825,"1,152"
1996,6,-,Bob Tway, 0.7070 ,993,"1,404"
1996,7,-,Brad Bryant, 0.7060 ,"1,058","1,499"
1996,8,-,Mark Calcavecchia, 0.7040 ,"1,255","1,782"
1996,9,-,John Cook, 0.7010 ,"1,123","1,602"
1996,10,-,Rocco Mediate, 0.7000 ,819,"1,170"
1996,11,-,David Duval, 0.6980 ,883,"1,265"
1996,12,-,Tom Purtzer, 0.6970 ,"1,041","1,494"
1996,13,-,Davis Love III, 0.6970 ,978,"1,404"
1996,14,-,Phil Mickelson, 0.6960 ,915,"1,314"
1996,15,-,Scott Hoch, 0.6960 ,"1,203","1,728"
1996,16,-,Tom Watson, 0.6960 ,676,972
1996,17,-,Woody Austin, 0.6950 ,"1,438","2,070"
1996,18,-,Steve Elkington, 0.6940 ,775,"1,116"
1996,19,-,Hal Sutton, 0.6930 ,"1,097","1,584"
1996,20,-,Dave Barr, 0.6920 ,722,"1,044"
1996,21,-,Bobby Wadkins, 0.6900 ,"1,141","1,653"
1996,22,-,Clarence Rose, 0.6900 ,"1,056","1,530"
1996,23,-,Jay Haas, 0.6900 ,"1,055","1,530"
1996,24,-,Joey Sindelar, 0.6890 ,"1,079","1,566"
1996,25,-,Grant Waite, 0.6890 ,930,"1,350"
1996,26,-,Dan Pohl, 0.6890 ,719,"1,044"
1996,27,-,Jay Don Blake, 0.6870 ,"1,126","1,638"
1996,28,-,Kirk Triplett, 0.6870 ,903,"1,314"
1996,29,-,Lennie Clements, 0.6870 ,"1,026","1,494"
1996,30,-,Jeff Sluman, 0.6860 ,"1,258","1,834"
1996,31,-,Joel Edwards, 0.6840 ,"1,157","1,692"
1996,31,-,Kenny Perry, 0.6840 ,997,"1,458"
1996,33,-,Fulton Allem, 0.6830 ,664,972
1996,33,-,Wayne Levi, 0.6830 ,873,"1,278"
1996,35,-,Payne Stewart, 0.6830 ,"1,020","1,494"
1996,36,-,Curt Byrum, 0.6830 ,688,"1,008"
1996,36,-,Keith Fergus, 0.6830 ,"1,032","1,512"
1996,38,-,Fred Funk, 0.6820 ,"1,326","1,944"
1996,38,-,Donnie Hammond, 0.6820 ,749,"1,098"
1996,38,-,Gil Morgan, 0.6820 ,749,"1,098"
1996,41,-,Peter Jacobsen, 0.6820 ,740,"1,085"
1996,42,-,Chris Perry, 0.6810 ,834,"1,224"
1996,43,-,Scott Gump, 0.6810 ,"1,189","1,746"
1996,44,-,Brad Fabel, 0.6810 ,"1,054","1,548"
1996,45,-,Michael Bradley, 0.6810 ,"1,066","1,566"
1996,46,-,Scott Dunlap, 0.6810 ,980,"1,440"
1996,47,-,Larry Nelson, 0.6780 ,928,"1,368"
1996,48,-,Larry Mize, 0.6780 ,891,"1,314"
1996,49,-,Doug Martin, 0.6770 ,"1,121","1,656"
1996,50,-,Mike Sullivan, 0.6770 ,"1,035","1,530"
1996,51,-,Nick Price, 0.6760 ,584,864
1996,52,-,Olin Browne, 0.6750 ,"1,142","1,692"
1996,52,-,Ernie Els, 0.6750 ,741,"1,098"
1996,52,-,Dillard Pruitt, 0.6750 ,899,"1,332"
1996,55,-,Billy Mayfair, 0.6750 ,"1,081","1,602"
1996,56,-,Wayne Grady, 0.6750 ,777,"1,152"
1996,57,-,Curtis Strange, 0.6740 ,910,"1,350"
1996,58,-,Tom Kite, 0.6740 ,788,"1,170"
1996,59,-,Tom Byrum, 0.6730 ,921,"1,368"
1996,59,-,David Ogrin, 0.6730 ,"1,236","1,836"
1996,61,-,Nick Faldo, 0.6730 ,630,936
1996,62,-,Craig Stadler, 0.6730 ,625,929
1996,63,-,Paul Azinger, 0.6730 ,908,"1,350"
1996,63,-,Dan Forsman, 0.6730 ,787,"1,170"
1996,63,-,Jeff Hart, 0.6730 ,787,"1,170"
1996,66,-,Mike Heinen, 0.6730 ,"1,150","1,710"
1996,67,-,Blaine McCallister, 0.6720 ,"1,101","1,638"
1996,68,-,Mike Reid, 0.6720 ,871,"1,296"
1996,69,-,Ronnie Black, 0.6720 ,"1,028","1,530"
1996,70,-,John Adams, 0.6720 ,943,"1,404"
1996,71,-,Jim Carter, 0.6700 ,"1,291","1,926"
1996,72,-,Russ Cochran, 0.6700 ,"1,001","1,494"
1996,72,-,Scott Simpson, 0.6700 ,796,"1,188"
1996,74,-,Patrick Burke, 0.6700 ,868,"1,296"
1996,74,-,Kevin Sutherland, 0.6700 ,"1,290","1,926"
1996,76,-,"Jim Gallagher, Jr.", 0.6700 ,880,"1,314"
1996,77,-,Loren Roberts, 0.6690 ,927,"1,386"
1996,78,-,Pete Jordan, 0.6680 ,878,"1,314"
1996,79,-,John Huston, 0.6680 ,"1,010","1,512"
1996,80,-,David Edwards, 0.6670 ,985,"1,476"
1996,80,-,Vijay Singh, 0.6670 ,"1,033","1,548"
1996,82,-,Kelly Gibson, 0.6670 ,"1,369","2,052"
1996,83,-,Jeff Maggert, 0.6670 ,"1,044","1,566"
1996,84,-,Tommy Tolles, 0.6650 ,"1,090","1,638"
1996,85,-,Craig Parry, 0.6650 ,946,"1,422"
1996,86,-,Stuart Appleby, 0.6650 ,"1,137","1,710"
1996,87,-,Tray Tyner, 0.6650 ,610,918
1996,88,-,Mark McCumber, 0.6640 ,562,846
1996,88,-,John Morse, 0.6640 ,"1,124","1,692"
1996,90,-,Joe Ozaki, 0.6640 ,813,"1,224"
1996,91,-,Bart Bryant, 0.6640 ,920,"1,386"
1996,92,-,Marco Dawson, 0.6640 ,"1,039","1,566"
1996,93,-,Steve Lowery, 0.6630 ,"1,193","1,800"
1996,94,-,John Maginnes, 0.6630 ,966,"1,458"
1996,95,-,Corey Pavin, 0.6620 ,918,"1,386"
1996,96,-,Jerry Kelly, 0.6610 ,"1,083","1,638"
1996,97,-,Mike Standly, 0.6610 ,958,"1,449"
1996,98,-,Joe Daley, 0.6600 ,915,"1,386"
1996,99,-,Rick Fehr, 0.6600 ,879,"1,332"
1996,100,-,Justin Leonard, 0.6590 ,"1,174","1,782"
1996,101,-,"Joe Acosta, Jr.", 0.6580 ,841,"1,278"
1996,102,-,David Toms, 0.6580 ,"1,054","1,602"
1996,103,-,Lee Rinker, 0.6580 ,"1,184","1,800"
1996,104,-,Jim McGovern, 0.6580 ,"1,030","1,566"
1996,105,-,Guy Boros, 0.6570 ,"1,100","1,674"
1996,106,-,Tim Herron, 0.6570 ,"1,159","1,764"
1996,107,-,Brian Henninger, 0.6560 ,992,"1,512"
1996,108,-,John Mahaffey, 0.6560 ,767,"1,170"
1996,109,-,Robert Gamez, 0.6550 ,884,"1,350"
1996,110,-,Paul Goydos, 0.6540 ,989,"1,512"
1996,111,-,Brandel Chamblee, 0.6540 ,824,"1,260"
1996,112,-,Mark Brooks, 0.6540 ,"1,141","1,746"
1996,113,-,Duffy Waldorf, 0.6530 ,788,"1,206"
1996,114,-,Hisayuki Sasaki, 0.6530 ,752,"1,152"
1996,115,-,Billy Andrade, 0.6530 ,"1,022","1,566"
1996,115,-,Ted Tryba, 0.6530 ,"1,210","1,854"
1996,117,-,Jay Delsing, 0.6530 ,"1,010","1,548"
1996,118,-,Steve Stricker, 0.6520 ,916,"1,404"
1996,119,-,Mike Hulbert, 0.6510 ,"1,102","1,692"
1996,120,-,Lee Janzen, 0.6510 ,"1,055","1,620"
1996,121,-,Carl Paulson, 0.6510 ,"1,019","1,566"
1996,122,-,Brian Claar, 0.6500 ,"1,217","1,872"
1996,123,-,Scott Medlin, 0.6500 ,620,954
1996,124,-,Glen Day, 0.6500 ,"1,041","1,602"
1996,124,-,"Dave Stockton, Jr.", 0.6500 ,"1,076","1,656"
1996,126,-,Len Mattiace, 0.6490 ,993,"1,530"
1996,127,-,Billy Ray Brown, 0.6490 ,899,"1,386"
1996,127,-,Chris Smith, 0.6490 ,934,"1,440"
1996,129,-,Allen Doyle, 0.6470 ,"1,025","1,584"
1996,130,-,Tommy Armour III, 0.6470 ,623,963
1996,131,-,Mike Springer, 0.6440 ,986,"1,530"
1996,132,-,Paul Stankowski, 0.6440 ,823,"1,278"
1996,133,-,Emlyn Aubrey, 0.6440 ,672,"1,044"
1996,134,-,Brad Faxon, 0.6430 ,903,"1,404"
1996,135,-,Robert Wrenn, 0.6430 ,833,"1,296"
1996,136,-,Chip Beck, 0.6430 ,"1,064","1,656"
1996,137,-,Frank Lickliter II, 0.6420 ,971,"1,512"
1996,138,-,Don Pooley, 0.6420 ,728,"1,134"
1996,139,-,Tom Scherrer, 0.6420 ,"1,028","1,602"
1996,140,-,Charlie Rymer, 0.6410 ,"1,038","1,620"
1996,141,-,Steve Jones, 0.6400 ,933,"1,458"
1996,142,-,Hugh Royer III, 0.6400 ,"1,048","1,638"
1996,143,-,Ken Green, 0.6390 ,922,"1,444"
1996,144,-,Robin Freeman, 0.6380 ,"1,171","1,836"
1996,145,-,Andy Bean, 0.6370 ,860,"1,350"
1996,145,-,Nolan Henke, 0.6370 ,916,"1,438"
1996,147,-,Jeff Gallagher, 0.6370 ,963,"1,512"
1996,148,-,Mark Wiebe, 0.6370 ,848,"1,332"
1996,149,-,Greg Kraft, 0.6370 ,928,"1,458"
1996,149,-,Dicky Pride, 0.6370 ,928,"1,458"
1996,151,-,Brian Tennyson, 0.6360 ,859,"1,350"
1996,152,-,Jim Furyk, 0.6360 ,"1,099","1,728"
1996,153,-,Greg Norman, 0.6360 ,538,846
1996,154,-,Neal Lancaster, 0.6360 ,"1,167","1,836"
1996,155,-,Andrew Magee, 0.6350 ,869,"1,368"
1996,156,-,Omar Uresti, 0.6340 ,"1,073","1,692"
1996,157,-,Scott McCarron, 0.6330 ,980,"1,548"
1996,158,-,Jim Thorpe, 0.6320 ,626,990
1996,159,-,Steve Jurgensen, 0.6300 ,987,"1,566"
1996,160,-,Jay Williamson, 0.6300 ,873,"1,386"
1996,161,-,David Frost, 0.6290 ,759,"1,206"
1996,161,-,Taylor Smith, 0.6290 ,861,"1,368"
1996,163,-,Mike Brisky, 0.6290 ,940,"1,494"
1996,164,-,Gene Sauers, 0.6280 ,882,"1,404"
1996,165,-,Phil Blackmar, 0.6280 ,"1,062","1,692"
1996,166,-,Bob Gilder, 0.6280 ,960,"1,530"
1996,167,-,Ben Crenshaw, 0.6270 ,621,990
1996,167,-,Sean Murphy, 0.6270 ,892,"1,422"
1996,169,-,John Wilson, 0.6240 ,910,"1,458"
1996,170,-,Keith Clearwater, 0.6240 ,876,"1,404"
1996,171,-,Franklin Langham, 0.6220 ,"1,030","1,656"
1996,172,-,Joey Gullion, 0.6210 ,973,"1,566"
1996,173,-,John Elliott, 0.6190 ,568,918
1996,174,-,John Daly, 0.6190 ,757,"1,224"
1996,175,-,Mike Swartz, 0.6160 ,810,"1,314"
1996,176,-,Brian Kamm, 0.6140 ,962,"1,566"
1996,177,-,Bob Lohr, 0.6140 ,994,"1,620"
1996,178,-,Bryan Gorman, 0.6140 ,762,"1,242"
1996,179,-,D.A. Weibring, 0.6130 ,541,882
