Year,Rank,SpacerDA,Player, FairwayRate ,FairwaysHit,FairwaysPossible
1989,96,130,Tony Sills, 0.6490 ,810,"1,248"
1989,97,130,Mark O'Meara, 0.6480 ,817,"1,260"
1989,98,132,Bobby Wadkins, 0.6460 ,944,"1,461"
1989,99,132,Chris Perry, 0.6450 ,965,"1,497"
1989,100,132,Bill Glasson, 0.6430 ,717,"1,115"
1989,101,171,Mark Calcavecchia, 0.6420 ,781,"1,217"
1989,102,171,Brad Bryant, 0.6410 ,930,"1,451"
1989,102,171,Sandy Lyle, 0.6410 ,473,738
1989,104,171,Fred Couples, 0.6400 ,797,"1,245"
1989,105,171,Jim Booros, 0.6390 ,764,"1,196"
1989,106,171,Tom Pernice Jr., 0.6380 ,577,904
1989,107,171,Robert Thompson, 0.6380 ,651,"1,020"
1989,108,171,Don Reese, 0.6380 ,807,"1,265"
1989,109,171,Joey Sindelar, 0.6370 ,844,"1,325"
1989,110,171,Webb Heintzelman, 0.6370 ,930,"1,461"
1989,111,171,Bob Tway, 0.6370 ,837,"1,315"
1989,112,171,Andrew Magee, 0.6360 ,905,"1,423"
1989,113,171,Bill Buttner, 0.6360 ,769,"1,210"
1989,114,171,Jeff Hart, 0.6350 ,522,822
1989,115,171,Mike Sullivan, 0.6340 ,700,"1,104"
1989,116,171,Jerry Pate, 0.6330 ,447,706
1989,116,171,Billy Pierot, 0.6330 ,566,894
1989,118,171,Rick Fehr, 0.6330 ,652,"1,030"
1989,119,171,Gary Hallberg, 0.6320 ,760,"1,202"
1989,120,172,Leonard Thompson, 0.6280 ,826,"1,315"
1989,121,172,Ted Schulz, 0.6280 ,999,"1,591"
1989,122,173,Billy Andrade, 0.6270 ,823,"1,313"
1989,122,173,Brad Fabel, 0.6270 ,739,"1,179"
1989,124,174,Bob Estes, 0.6260 ,679,"1,084"
1989,125,179,Jay Haas, 0.6240 ,783,"1,255"
1989,126,179,Steve Hart, 0.6210 ,676,"1,088"
1989,127,184,Clarence Rose, 0.6180 ,914,"1,479"
1989,128,184,Donnie Hammond, 0.6170 ,774,"1,255"
1989,128,184,Mark Lye, 0.6170 ,774,"1,255"
1989,130,184,John McComish, 0.6150 ,688,"1,118"
1989,131,185,Tom Watson, 0.6150 ,508,826
1989,132,185,Joel Edwards, 0.6140 ,607,988
1989,133,185,Davis Love III, 0.6140 ,713,"1,161"
1989,134,187,David Peoples, 0.6120 ,545,890
1989,135,188,Rick Pearson, 0.6080 ,652,"1,072"
1989,136,188,Clark Burroughs, 0.6080 ,592,974
1989,136,188,Mike Miles, 0.6080 ,558,918
1989,138,213,"Ray Barr, Jr.", 0.6070 ,559,921
1989,139,213,Duffy Waldorf, 0.6070 ,717,"1,182"
1989,140,213,Roy Biancalana, 0.6060 ,548,904
1989,141,213,Larry Rinker, 0.6040 ,730,"1,209"
1989,142,214,Lance Ten Broeck, 0.6010 ,694,"1,155"
1989,143,216,"Don Shirey, Jr.", 0.6000 ,711,"1,186"
1989,144,216,Bobby Clampett, 0.5990 ,733,"1,223"
1989,145,217,John Adams, 0.5990 ,729,"1,217"
1989,146,218,John Huston, 0.5970 ,706,"1,182"
1989,146,218,Mac O'Grady, 0.5970 ,439,735
1989,148,220,Jodie Mudd, 0.5950 ,790,"1,327"
1989,149,221,Dick Mast, 0.5950 ,744,"1,251"
1989,150,221,Tony Grimes, 0.5950 ,572,962
1989,151,221,George Burns, 0.5940 ,462,778
1989,152,221,Karl Kimball, 0.5930 ,429,723
1989,153,221,Bob Wolcott, 0.5930 ,530,894
1989,154,221,Scott Verplank, 0.5910 ,717,"1,213"
1989,155,221,Brad Faxon, 0.5910 ,766,"1,296"
1989,156,229,Barry Jaeckel, 0.5880 ,539,916
1989,157,229,Curt Byrum, 0.5870 ,796,"1,357"
1989,158,229,Mark Hayes, 0.5850 ,692,"1,182"
1989,159,233,Dave Eichelberger, 0.5780 ,797,"1,379"
1989,160,233,Tom Sieckmann, 0.5780 ,653,"1,130"
1989,161,238,Jim Thorpe, 0.5730 ,656,"1,145"
1989,162,239,Ronnie Black, 0.5730 ,686,"1,198"
1989,163,239,Rex Caldwell, 0.5720 ,571,999
1989,164,267,Robin Freeman, 0.5710 ,621,"1,088"
1989,165,267,Pat McGowan, 0.5700 ,722,"1,266"
1989,166,268,Sam Randolph, 0.5680 ,436,767
1989,167,268,P.H. Horgan III, 0.5680 ,671,"1,181"
1989,168,270,Charlie Bowles, 0.5660 ,488,862
1989,169,273,Ray Stewart, 0.5610 ,508,906
1989,170,275,Greg Ladehoff, 0.5580 ,628,"1,126"
1989,171,277,Greg Twiggs, 0.5530 ,557,"1,008"
1989,172,277,J.L. Lewis, 0.5520 ,392,710
1989,173,277,Ed Humenik, 0.5500 ,621,"1,130"
1989,174,278,Lon Hinkle, 0.5490 ,691,"1,259"
1989,175,280,Dan Forsman, 0.5460 ,657,"1,203"
1989,176,281,Bill Sander, 0.5440 ,741,"1,363"
1989,177,282,Trevor Dodds, 0.5400 ,458,848
1989,178,285,Larry Silveira, 0.5380 ,607,"1,128"
1989,179,313,Phil Blackmar, 0.5300 ,623,"1,176"
1989,180,313,Jay Delsing, 0.5290 ,470,888
1989,181,320,Jack Kay Jr., 0.5230 ,531,"1,015"
1989,182,332,Rick Dalpos, 0.5060 ,499,986
1989,183,334,Ronnie McCann, 0.5040 ,435,864
1989,184,334,Doug Weaver, 0.5010 ,481,960
1989,185,366,David Jackson, 0.4890 ,387,792
1989,186,369,Willie Wood, 0.4790 ,353,737
1990,1,-,Calvin Peete, 0.8370 ,753,900
1990,2,-,Larry Mize, 0.7920 ,963,"1,216"
1990,3,-,Doug Tewell, 0.7900 ,860,"1,089"
1990,4,-,Hale Irwin, 0.7780 ,664,853
1990,5,-,David Edwards, 0.7760 ,792,"1,021"
1990,6,-,Curtis Strange, 0.7660 ,772,"1,008"
1990,7,-,Corey Pavin, 0.7580 ,"1,112","1,468"
1990,8,-,Brian Tennyson, 0.7570 ,"1,013","1,338"
1990,9,-,John Inman, 0.7450 ,"1,057","1,418"
1990,10,-,Scott Hoch, 0.7420 ,901,"1,215"
1990,11,-,Mike Reid, 0.7410 ,683,922
1990,12,-,Tom Kite, 0.7400 ,890,"1,202"
1990,13,-,Billy Ray Brown, 0.7390 ,859,"1,162"
1990,14,-,John Mahaffey, 0.7350 ,986,"1,342"
1990,15,-,Loren Roberts, 0.7320 ,"1,144","1,562"
1990,16,-,David Canipe, 0.7310 ,857,"1,173"
1990,17,-,Wayne Grady, 0.7260 ,843,"1,161"
1990,18,-,Bob Estes, 0.7250 ,939,"1,296"
1990,19,-,Fred Funk, 0.7240 ,836,"1,155"
1990,20,-,Rocco Mediate, 0.7230 ,860,"1,189"
1990,21,-,D.A. Weibring, 0.7230 ,663,917
1990,22,-,Sonny Skinner, 0.7220 ,752,"1,042"
1990,23,-,Ian Baker-Finch, 0.7210 ,818,"1,134"
1990,23,-,Bob Lohr, 0.7210 ,968,"1,342"
1990,25,-,Tim Simpson, 0.7180 ,938,"1,307"
1990,26,-,Bruce Lietzke, 0.7140 ,610,854
1990,27,-,Peter Jacobsen, 0.7140 ,805,"1,128"
1990,28,-,Harry Taylor, 0.7090 ,570,804
1990,29,-,Tommy Moore, 0.7080 ,868,"1,226"
1990,29,-,Peter Persons, 0.7080 ,987,"1,394"
1990,31,-,Dillard Pruitt, 0.7070 ,776,"1,098"
1990,32,-,John Cook, 0.7050 ,937,"1,329"
1990,33,-,Chip Beck, 0.7030 ,855,"1,216"
1990,34,-,Tom Byrum, 0.7030 ,880,"1,252"
1990,34,-,Kenny Perry, 0.7030 ,724,"1,030"
1990,36,-,Gene Sauers, 0.7020 ,952,"1,356"
1990,37,-,Ed Fiori, 0.6970 ,"1,048","1,504"
1990,38,-,Stan Utley, 0.6960 ,"1,029","1,478"
1990,39,-,Craig Stadler, 0.6960 ,643,924
1990,40,-,Brian Claar, 0.6950 ,817,"1,176"
1990,41,-,Lanny Wadkins, 0.6950 ,796,"1,146"
1990,42,-,Nolan Henke, 0.6940 ,851,"1,226"
1990,43,-,Richard Zokol, 0.6940 ,644,928
1990,44,-,Wayne Levi, 0.6910 ,714,"1,033"
1990,45,-,Bill Buttner, 0.6900 ,838,"1,214"
1990,46,-,Clark Dennis, 0.6900 ,826,"1,198"
1990,47,-,Paul Azinger, 0.6890 ,945,"1,371"
1990,48,-,Steve Jones, 0.6880 ,731,"1,062"
1990,49,-,Nick Price, 0.6870 ,942,"1,372"
1990,50,-,Gil Morgan, 0.6860 ,815,"1,188"
1990,51,-,Webb Heintzelman, 0.6840 ,905,"1,324"
1990,52,-,Mike Smith, 0.6830 ,866,"1,268"
1990,53,-,Don Pooley, 0.6820 ,713,"1,045"
1990,54,-,"Jim Gallagher, Jr.", 0.6810 ,"1,093","1,604"
1990,55,-,Billy Mayfair, 0.6810 ,"1,036","1,521"
1990,56,-,Greg Norman, 0.6810 ,572,840
1990,57,-,John Dowdall, 0.6810 ,520,764
1990,58,-,Robert Gamez, 0.6790 ,750,"1,104"
1990,59,-,Greg Bruckner, 0.6790 ,840,"1,237"
1990,60,-,Mark Brooks, 0.6790 ,"1,070","1,577"
1990,61,-,Howard Twitty, 0.6770 ,895,"1,322"
1990,62,-,Hal Sutton, 0.6760 ,852,"1,260"
1990,63,-,Scott Simpson, 0.6760 ,595,880
1990,64,-,Kirk Triplett, 0.6760 ,727,"1,076"
1990,65,-,Jerry Haas, 0.6750 ,835,"1,237"
1990,66,-,Mike Donald, 0.6740 ,"1,070","1,588"
1990,67,-,Leonard Thompson, 0.6730 ,864,"1,284"
1990,67,-,Mark Wiebe, 0.6730 ,938,"1,394"
1990,69,-,Fulton Allem, 0.6730 ,678,"1,008"
1990,69,-,Jerry Anderson, 0.6730 ,526,782
1990,71,-,Jim Benepe, 0.6720 ,794,"1,181"
1990,72,-,David Frost, 0.6710 ,770,"1,148"
1990,73,-,Steve Elkington, 0.6710 ,900,"1,342"
1990,74,-,Steve Hart, 0.6700 ,630,941
1990,75,-,Buddy Gardner, 0.6690 ,959,"1,433"
1990,76,-,Russ Cochran, 0.6680 ,895,"1,339"
1990,77,-,Jim Booros, 0.6680 ,818,"1,224"
1990,77,-,Sean Murphy, 0.6680 ,548,820
1990,79,-,Mark O'Meara, 0.6680 ,793,"1,188"
1990,80,-,Jim Hallet, 0.6670 ,"1,068","1,601"
1990,81,-,Joel Edwards, 0.6660 ,799,"1,200"
1990,82,-,Hubert Green, 0.6660 ,567,852
1990,83,-,David Peoples, 0.6650 ,"1,027","1,544"
1990,84,-,Bobby Wadkins, 0.6650 ,957,"1,440"
1990,85,-,Dave Barr, 0.6640 ,882,"1,328"
1990,86,-,Mark Lye, 0.6630 ,825,"1,244"
1990,87,-,Ray Stewart, 0.6630 ,880,"1,327"
1990,88,-,Clark Burroughs, 0.6620 ,885,"1,336"
1990,89,-,Bill Glasson, 0.6620 ,594,897
1990,90,-,Emlyn Aubrey, 0.6610 ,911,"1,379"
1990,91,-,Fred Couples, 0.6600 ,692,"1,048"
1990,92,-,Kenny Knox, 0.6590 ,861,"1,307"
1990,93,-,Payne Stewart, 0.6570 ,874,"1,330"
1990,94,-,Lee Janzen, 0.6560 ,885,"1,350"
1990,95,-,Mark McCumber, 0.6550 ,761,"1,162"
1990,96,-,Jeff Hart, 0.6530 ,747,"1,144"
1990,97,-,Ted Schulz, 0.6500 ,"1,053","1,620"
1990,98,-,Patrick Burke, 0.6500 ,477,734
1990,99,-,Tommy Armour III, 0.6500 ,844,"1,299"
1990,99,-,Dave Rummells, 0.6500 ,751,"1,156"
1990,101,-,Lennie Clements, 0.6490 ,737,"1,135"
1990,102,-,J.C. Snead, 0.6480 ,659,"1,017"
1990,103,-,Raymond Floyd, 0.6480 ,489,755
1990,104,-,Bob Gilder, 0.6470 ,734,"1,134"
1990,105,-,Keith Clearwater, 0.6470 ,689,"1,065"
1990,105,-,Robert Wrenn, 0.6470 ,863,"1,334"
1990,107,-,Tom Watson, 0.6460 ,515,797
1990,108,-,Mitch Adcock, 0.6450 ,546,846
1990,109,-,Billy Andrade, 0.6450 ,926,"1,436"
1990,110,-,Bill Britton, 0.6440 ,890,"1,383"
1990,111,-,Mike Hulbert, 0.6420 ,"1,031","1,605"
1990,112,-,Steve Pate, 0.6420 ,895,"1,394"
1990,113,-,Bob Wolcott, 0.6420 ,770,"1,200"
1990,114,-,Tom Eubank, 0.6420 ,526,820
1990,115,-,Donnie Hammond, 0.6400 ,663,"1,036"
1990,116,-,Bob Tway, 0.6390 ,867,"1,356"
1990,117,-,Fuzzy Zoeller, 0.6390 ,632,989
1990,118,-,Ben Crenshaw, 0.6390 ,608,952
1990,119,-,Bob Eastwood, 0.6370 ,764,"1,199"
1990,120,-,Ed Dougherty, 0.6360 ,673,"1,058"
1990,121,-,Dan Halldorson, 0.6350 ,450,709
1990,122,-,Ken Green, 0.6350 ,764,"1,204"
1990,123,-,Davis Love III, 0.6340 ,807,"1,272"
1990,123,-,Joey Sindelar, 0.6340 ,708,"1,116"
1990,125,-,Jack Ferenz, 0.6300 ,444,705
1990,126,-,Roger Maltbie, 0.6290 ,567,901
1990,127,-,Andrew Magee, 0.6290 ,862,"1,370"
1990,128,-,Rick Todd, 0.6280 ,491,782
1990,129,-,Duffy Waldorf, 0.6280 ,768,"1,224"
1990,130,-,Chris Perry, 0.6270 ,842,"1,342"
1990,131,-,David Ogrin, 0.6260 ,741,"1,183"
1990,132,-,Andy Bean, 0.6260 ,586,936
1990,133,-,Mike Schuchart, 0.6260 ,592,946
1990,134,-,Jerry Pate, 0.6260 ,471,753
1990,135,-,Jeff Sluman, 0.6250 ,919,"1,471"
1990,136,-,Steve Lamontagne, 0.6240 ,738,"1,182"
1990,137,-,Brad Faxon, 0.6230 ,770,"1,236"
1990,138,-,"Don Shirey, Jr.", 0.6230 ,796,"1,278"
1990,139,-,Jay Delsing, 0.6220 ,833,"1,340"
1990,140,-,Tom Purtzer, 0.6210 ,669,"1,077"
1990,141,-,Blaine McCallister, 0.6210 ,823,"1,326"
1990,142,-,Larry Silveira, 0.6190 ,710,"1,147"
1990,143,-,Morris Hatalsky, 0.6180 ,717,"1,161"
1990,144,-,Brad Fabel, 0.6170 ,749,"1,214"
1990,145,-,Larry Rinker, 0.6170 ,840,"1,362"
1990,146,-,Rick Fehr, 0.6160 ,773,"1,254"
1990,147,-,Mark Calcavecchia, 0.6150 ,800,"1,300"
1990,148,-,Tony Sills, 0.6140 ,442,720
1990,149,-,John Adams, 0.6120 ,744,"1,215"
1990,150,-,John Huston, 0.6110 ,675,"1,104"
1990,151,-,Brian Kamm, 0.6050 ,421,696
1990,152,-,Jay Don Blake, 0.6050 ,774,"1,280"
1990,153,-,Ronnie Black, 0.6050 ,708,"1,171"
1990,154,-,Brad Bryant, 0.6030 ,764,"1,268"
1990,155,-,Jim Woodward, 0.6020 ,615,"1,021"
1990,156,-,Michael Allen, 0.5990 ,768,"1,282"
1990,157,-,Barry Jaeckel, 0.5990 ,473,790
1990,158,-,Jim Thorpe, 0.5960 ,727,"1,219"
1990,159,-,Gary Hallberg, 0.5950 ,674,"1,133"
1990,160,-,Mike Sullivan, 0.5920 ,667,"1,126"
1990,161,-,Scott Verplank, 0.5910 ,725,"1,227"
1990,162,-,P.H. Horgan III, 0.5910 ,695,"1,177"
1990,163,-,George Burns, 0.5890 ,763,"1,296"
1990,164,-,Bobby Clampett, 0.5890 ,465,790
1990,165,-,Paul Trittler, 0.5870 ,687,"1,170"
1990,166,-,Tom Sieckmann, 0.5860 ,722,"1,232"
1990,167,-,Jay Haas, 0.5860 ,754,"1,287"
1990,168,-,Grant Waite, 0.5850 ,594,"1,016"
1990,169,-,Gary Koch, 0.5840 ,464,794
1990,169,-,Clarence Rose, 0.5840 ,710,"1,215"
1990,171,-,Dennis Harrington, 0.5830 ,607,"1,042"
1990,172,-,Phil Blackmar, 0.5820 ,739,"1,269"
1990,173,-,Dewey Arnette, 0.5820 ,521,896
1990,174,-,Jodie Mudd, 0.5810 ,674,"1,160"
1990,175,-,Dave Eichelberger, 0.5800 ,803,"1,384"
1990,176,-,Curt Byrum, 0.5800 ,722,"1,245"
1990,177,-,Tom Pernice Jr., 0.5780 ,432,748
1990,178,-,Greg Hickman, 0.5770 ,499,865
1990,179,-,Lance Ten Broeck, 0.5760 ,771,"1,339"
1990,180,-,Jeffrey Wilson, 0.5760 ,602,"1,046"
1990,181,-,Pat McGowan, 0.5750 ,688,"1,196"
1990,182,-,Andy North, 0.5710 ,520,910
1990,183,-,Neal Lancaster, 0.5700 ,587,"1,030"
1990,184,-,Bill Sander, 0.5620 ,775,"1,380"
1990,185,-,Mark Hayes, 0.5570 ,593,"1,064"
1990,186,-,Lon Hinkle, 0.5500 ,515,937
1990,187,-,Dan Forsman, 0.5430 ,658,"1,211"
1990,188,-,Carl Cooper, 0.5430 ,430,792
1990,189,-,"Ray Barr, Jr.", 0.5400 ,451,835
1990,190,-,Greg Twiggs, 0.5380 ,665,"1,237"
1990,191,-,Jim Carter, 0.5370 ,666,"1,240"
1990,192,-,Willie Wood, 0.5340 ,522,978
1991,1,42,Hale Irwin, 0.7830 ,657,839
1991,2,44,Larry Mize, 0.7780 ,989,"1,272"
1991,3,44,Doug Tewell, 0.7770 ,738,950
1991,4,44,David Edwards, 0.7770 ,"1,054","1,357"
1991,5,49,Fulton Allem, 0.7690 ,715,930
1991,6,53,Fred Funk, 0.7640 ,"1,034","1,353"
1991,7,54,Curtis Strange, 0.7610 ,699,918
1991,8,54,Mike Reid, 0.7600 ,730,960
1991,9,54,Bruce Lietzke, 0.7600 ,755,994
1991,10,55,Dillard Pruitt, 0.7560 ,895,"1,184"
1991,11,56,Ian Baker-Finch, 0.7540 ,792,"1,050"
1991,12,56,D.A. Weibring, 0.7540 ,896,"1,189"
1991,13,72,David Canipe, 0.7470 ,938,"1,255"
1991,14,72,Morris Hatalsky, 0.7470 ,867,"1,161"
1991,15,72,Chip Beck, 0.7430 ,956,"1,287"
1991,16,72,Brian Claar, 0.7410 ,"1,078","1,454"
1991,17,72,Corey Pavin, 0.7400 ,"1,024","1,384"
1991,18,72,Tom Byrum, 0.7380 ,"1,030","1,395"
1991,19,73,Scott Simpson, 0.7370 ,670,909
1991,20,73,Clark Dennis, 0.7350 ,819,"1,115"
1991,21,73,Bart Bryant, 0.7340 ,963,"1,312"
1991,21,73,Fuzzy Zoeller, 0.7340 ,574,782
1991,23,73,Tom Kite, 0.7340 ,910,"1,240"
1991,24,73,Wayne Grady, 0.7330 ,657,896
1991,25,73,Lanny Wadkins, 0.7330 ,882,"1,203"
1991,26,79,Rocco Mediate, 0.7300 ,854,"1,170"
1991,27,79,John Inman, 0.7290 ,"1,005","1,378"
1991,28,79,Loren Roberts, 0.7290 ,"1,088","1,493"
1991,29,79,Bob Lohr, 0.7280 ,824,"1,132"
1991,30,79,Wayne Levi, 0.7280 ,762,"1,047"
1991,31,79,Tommy Moore, 0.7270 ,597,821
1991,32,79,Ed Fiori, 0.7270 ,"1,010","1,390"
1991,33,80,Bob Tway, 0.7260 ,771,"1,062"
1991,34,80,Blaine McCallister, 0.7250 ,988,"1,362"
1991,35,80,Tom Watson, 0.7250 ,517,713
1991,36,80,Peter Persons, 0.7230 ,"1,048","1,449"
1991,37,81,John Mahaffey, 0.7220 ,706,978
1991,38,81,Kirk Triplett, 0.7190 ,923,"1,284"
1991,39,81,John Cook, 0.7190 ,924,"1,286"
1991,40,81,Jeff Maggert, 0.7160 ,899,"1,256"
1991,41,82,Mike Smith, 0.7150 ,"1,014","1,418"
1991,42,82,Nick Price, 0.7150 ,829,"1,160"
1991,43,82,Scott Gump, 0.7150 ,914,"1,279"
1991,44,106,David Frost, 0.7130 ,897,"1,258"
1991,45,106,Dicky Thompson, 0.7130 ,853,"1,197"
1991,46,106,Jim Booros, 0.7120 ,950,"1,334"
1991,47,107,Hal Sutton, 0.7110 ,"1,004","1,412"
1991,48,108,Ted Schulz, 0.7100 ,980,"1,380"
1991,49,108,Mark Brooks, 0.7100 ,"1,072","1,510"
1991,50,110,Billy Ray Brown, 0.7080 ,929,"1,312"
1991,51,113,Gil Morgan, 0.7070 ,811,"1,147"
1991,52,113,David Peoples, 0.7050 ,946,"1,342"
1991,53,113,Andrew Magee, 0.7040 ,904,"1,284"
1991,54,113,Howard Twitty, 0.7040 ,"1,003","1,425"
1991,55,113,"Jim Gallagher, Jr.", 0.7040 ,"1,099","1,562"
1991,56,114,Mark O'Meara, 0.7020 ,795,"1,132"
1991,57,114,Craig Stadler, 0.7010 ,686,979
1991,58,115,Kenny Perry, 0.7000 ,773,"1,105"
1991,59,115,Brian Tennyson, 0.6990 ,889,"1,271"
1991,60,115,Mark Wiebe, 0.6960 ,883,"1,268"
1991,61,119,Mark McCumber, 0.6960 ,769,"1,105"
1991,62,120,Ray Stewart, 0.6960 ,902,"1,297"
1991,63,121,Russ Cochran, 0.6950 ,955,"1,375"
1991,64,121,Nolan Henke, 0.6940 ,919,"1,324"
1991,65,121,Jay Haas, 0.6930 ,898,"1,296"
1991,66,121,Buddy Gardner, 0.6920 ,"1,024","1,479"
1991,67,125,Steve Elkington, 0.6920 ,879,"1,270"
1991,68,125,Bill Britton, 0.6910 ,925,"1,338"
1991,69,125,Scott Hoch, 0.6910 ,"1,109","1,605"
1991,70,126,Richard Zokol, 0.6900 ,664,963
1991,71,127,Billy Mayfair, 0.6870 ,"1,016","1,479"
1991,72,127,Tim Simpson, 0.6860 ,796,"1,161"
1991,73,128,Stan Utley, 0.6850 ,878,"1,282"
1991,74,128,Karl Kimball, 0.6850 ,658,961
1991,75,128,Bryan Norton, 0.6850 ,612,894
1991,76,128,Payne Stewart, 0.6850 ,679,992
1991,77,128,Brad Lardon, 0.6840 ,589,861
1991,78,129,Bill Buttner, 0.6830 ,751,"1,099"
1991,79,129,Tom Purtzer, 0.6830 ,841,"1,231"
1991,80,130,Dave Barr, 0.6830 ,822,"1,204"
1991,81,130,Joel Edwards, 0.6830 ,817,"1,197"
1991,81,130,Bob Estes, 0.6830 ,950,"1,392"
1991,83,130,Steve Pate, 0.6820 ,913,"1,338"
1991,84,130,Jerry Haas, 0.6820 ,930,"1,363"
1991,85,130,Jeff Sluman, 0.6820 ,"1,037","1,521"
1991,86,130,Davis Love III, 0.6810 ,943,"1,384"
1991,86,130,Larry Rinker, 0.6810 ,770,"1,130"
1991,88,130,Bob Wolcott, 0.6810 ,"1,131","1,660"
1991,89,131,Robert Gamez, 0.6810 ,751,"1,103"
1991,90,132,Kenny Knox, 0.6800 ,"1,099","1,617"
1991,91,132,Peter Jacobsen, 0.6790 ,680,"1,002"
1991,92,156,Rick Fehr, 0.6780 ,778,"1,147"
1991,93,156,Lee Janzen, 0.6780 ,"1,028","1,516"
1991,94,156,Lennie Clements, 0.6770 ,487,719
1991,95,156,Billy Andrade, 0.6760 ,933,"1,380"
1991,96,156,Mike Hulbert, 0.6760 ,"1,037","1,534"
1991,97,156,Dan Halldorson, 0.6760 ,813,"1,203"
1991,98,157,Jim Hallet, 0.6750 ,"1,010","1,496"
1991,99,157,Paul Azinger, 0.6740 ,716,"1,062"
1991,100,157,Ken Green, 0.6740 ,874,"1,297"
1991,101,157,Leonard Thompson, 0.6740 ,751,"1,115"
1991,102,157,Sean Murphy, 0.6730 ,639,949
1991,103,158,Keith Clearwater, 0.6720 ,977,"1,454"
1991,104,160,Charlie Bowles, 0.6710 ,700,"1,043"
1991,105,160,Bobby Wadkins, 0.6710 ,968,"1,443"
1991,106,160,Kim Young, 0.6710 ,493,735
1991,107,162,Bob Gilder, 0.6700 ,730,"1,090"
1991,108,162,Greg Bruckner, 0.6700 ,924,"1,380"
1991,109,162,Joey Sindelar, 0.6700 ,877,"1,310"
1991,110,162,Ed Humenik, 0.6670 ,856,"1,283"
1991,111,162,Brad Fabel, 0.6670 ,865,"1,297"
1991,112,162,Gary Hallberg, 0.6660 ,797,"1,196"
1991,113,162,Robert Thompson, 0.6660 ,567,851
1991,114,162,Jay Don Blake, 0.6660 ,931,"1,398"
1991,115,163,Gene Sauers, 0.6650 ,771,"1,160"
1991,116,164,Emlyn Aubrey, 0.6630 ,968,"1,460"
1991,117,165,Steve Jones, 0.6620 ,842,"1,272"
1991,118,171,Brandel Chamblee, 0.6610 ,763,"1,155"
1991,119,174,Fred Couples, 0.6590 ,753,"1,143"
1991,120,177,Robert Wrenn, 0.6570 ,815,"1,241"
1991,121,178,Duffy Waldorf, 0.6540 ,878,"1,342"
1991,122,178,Ed Dougherty, 0.6540 ,"1,039","1,590"
1991,123,178,Donnie Hammond, 0.6530 ,686,"1,050"
1991,124,178,Dudley Hart, 0.6530 ,864,"1,323"
1991,125,178,Dave Rummells, 0.6530 ,929,"1,423"
1991,126,179,Raymond Floyd, 0.6500 ,545,838
1991,127,181,Mike Donald, 0.6500 ,932,"1,435"
1991,128,182,Chris Perry, 0.6490 ,930,"1,434"
1991,129,182,Clark Burroughs, 0.6480 ,485,748
1991,130,183,John Huston, 0.6480 ,879,"1,357"
1991,131,183,Ken Schall, 0.6470 ,710,"1,097"
1991,132,215,Mike Sullivan, 0.6410 ,785,"1,225"
1991,133,215,Jim Benepe, 0.6410 ,667,"1,041"
1991,134,215,Lance Ten Broeck, 0.6400 ,445,695
1991,135,215,Brad Bryant, 0.6400 ,677,"1,058"
1991,136,215,Jay Delsing, 0.6380 ,824,"1,292"
1991,137,215,Mark Hayes, 0.6380 ,524,822
1991,138,215,Dan Pohl, 0.6370 ,600,942
1991,139,217,Larry Silveira, 0.6350 ,700,"1,103"
1991,140,222,Craig Rudolph, 0.6320 ,590,933
1991,141,222,Tommy Armour III, 0.6320 ,774,"1,225"
1991,142,223,Ronnie Black, 0.6310 ,670,"1,062"
1991,143,223,Bobby Clampett, 0.6300 ,713,"1,132"
1991,144,223,Greg Norman, 0.6300 ,551,875
1991,145,224,Roger Maltbie, 0.6300 ,581,923
1991,146,224,John Wilson, 0.6290 ,744,"1,182"
1991,147,225,Bob Eastwood, 0.6290 ,654,"1,040"
1991,148,225,Mark Calcavecchia, 0.6280 ,685,"1,091"
1991,149,225,Perry Arthur, 0.6270 ,601,959
1991,150,225,Jim Woodward, 0.6270 ,708,"1,130"
1991,151,225,Mike Standly, 0.6260 ,769,"1,228"
1991,152,225,Andy Bean, 0.6260 ,638,"1,020"
1991,153,228,Brian Watts, 0.6250 ,689,"1,103"
1991,154,228,Ben Crenshaw, 0.6250 ,524,839
1991,155,229,Greg Ladehoff, 0.6230 ,625,"1,003"
1991,156,229,Jim Thorpe, 0.6230 ,704,"1,130"
1991,157,229,Mark Lye, 0.6220 ,788,"1,266"
1991,158,230,Jim McGovern, 0.6220 ,847,"1,362"
1991,159,230,Tom Sieckmann, 0.6220 ,739,"1,189"
1991,160,230,Clarence Rose, 0.6210 ,448,722
1991,161,230,Sam Randolph, 0.6200 ,593,957
1991,162,231,Brian Kamm, 0.6170 ,635,"1,029"
1991,163,237,Brad Faxon, 0.6090 ,829,"1,362"
1991,164,266,Brandt Jobe, 0.6070 ,531,875
1991,165,267,Jodie Mudd, 0.6060 ,508,839
1991,166,269,Dan Forsman, 0.6040 ,743,"1,231"
1991,167,270,Neal Lancaster, 0.6000 ,919,"1,532"
1991,168,273,Dick Mast, 0.5970 ,565,946
1991,169,273,Michael Allen, 0.5970 ,716,"1,199"
1991,170,276,Greg Whisman, 0.5940 ,694,"1,168"
1991,171,276,Phil Blackmar, 0.5940 ,677,"1,140"
1991,172,276,Mike Springer, 0.5930 ,746,"1,258"
1991,173,276,Brad Bell, 0.5930 ,466,786
1991,174,277,Trevor Dodds, 0.5910 ,710,"1,202"
1991,175,277,Andy North, 0.5900 ,437,741
1991,176,278,Carl Cooper, 0.5870 ,579,987
